1,1_TYPE,"Eldon Base for stackable storage shelf, platinum","Eldon Base for stackable storage shelf, platinum_TYPE","Muhammed MacIntyre","Muhammed MacIntyre_TYPE",3,3_TYPE,-213.25,-213.25_TYPE,38.94,38.94_TYPE,35,35_TYPE,Nunavut,Nunavut_TYPE,"Storage & Organization","Storage & Organization_TYPE",0.8,0.8_TYPE
761,Number,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",String,"Justin Knight",String,6337,Number,-912.08,Number,70.71,Number,37.58,Number,"British Columbia",String,"Office Furnishings",String,0.78,Number
762,Number,"Bretford Rectangular Conference Table Tops",String,"Justin Knight",String,6337,Number,-261.61,Number,376.13,Number,85.63,Number,"British Columbia",String,Tables,String,0.74,Number
763,Number,"Wirebound Voice Message Log Book",String,"Rob Haberlin",String,6434,Number,14.49,Number,4.76,Number,0.88,Number,"British Columbia",String,Paper,String,0.39,Number
764,Number,"80 Minute CD-R Spindle, 100/Pack - Staples",Mix,"Lena Cacioppo",String,7136,Number,88.72,Number,39.48,Number,1.99,Number,"British Columbia",String,"Computer Peripherals",String,0.54,Number
765,Number,"Avery 493",Mix,"Lena Cacioppo",String,7136,Number,17.05,Number,4.91,Number,0.5,Number,"British Columbia",String,Labels,String,0.36,Number
766,Number,"O'Sullivan Manor Hill 2-Door Library in Brianna Oak",Mix,"Kimberly Carter",String,7489,Number,552.97,Number,180.98,Number,23.58,Number,"British Columbia",String,Bookcases,String,0.74,Number
767,Number,"Novimex Swivel Fabric Task Chair",String,"Gene Hale",String,7968,Number,-270.00,Number,150.98,Number,30,Number,"British Columbia",String,"Chairs & Chairmats",String,0.74,Number
768,Number,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Mix,"Christina Vanderzanden",String,8227,Number,-43.21,Number,4.77,Number,2.39,Number,"British Columbia",String,"Computer Peripherals",String,0.72,Number
769,Number,"Project Tote Personal File",String,"Matt Collins",String,9123,Number,-108.28,Number,14.03,Number,9.37,Number,"British Columbia",String,"Storage & Organization",String,0.56,Number
770,Number,"3M Organizer Strips",Mix,"Sally Knutson",String,9792,Number,-73.14,Number,5.4,Number,7.78,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.37,Number
771,Number,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Mix,"Kimberly Carter",String,9860,Number,-73.66,Number,7.28,Number,3.52,Number,"British Columbia",String,"Computer Peripherals",String,0.68,Number
772,Number,"Sanford Colorific Colored Pencils, 12/Box",Mix,"Christina Vanderzanden",String,10310,Number,9.59,Number,2.88,Number,1.01,Number,"British Columbia",String,"Pens & Art Supplies",String,0.55,Number
773,Number,R380,Mix,"Christina Vanderzanden",String,10310,Number,-655.42,Number,195.99,Number,3.99,Number,"British Columbia",String,"Telephones and Communication",String,0.58,Number
774,Number,"Xerox 1899",Mix,"Kimberly Carter",String,10369,Number,-12.38,Number,5.78,Number,4.96,Number,"British Columbia",String,Paper,String,0.36,Number
775,Number,"Imation IBM Formatted Diskettes, 100/Pack",Mix,"Kimberly Carter",String,10369,Number,-95.54,Number,28.48,Number,8.99,Number,"British Columbia",String,"Computer Peripherals",String,0.7,Number
776,Number,"Barrel Sharpener",String,"Rob Haberlin",String,10692,Number,-69.91,Number,3.57,Number,4.17,Number,"British Columbia",String,"Pens & Art Supplies",String,0.59,Number
777,Number,2160i,Mix,"Rob Haberlin",String,10692,Number,2369.84,Number,200.99,Number,4.2,Number,"British Columbia",String,"Telephones and Communication",String,0.59,Number
778,Number,A1228,Mix,"Rob Haberlin",String,10692,Number,-457.16,Number,195.99,Number,8.99,Number,"British Columbia",String,"Telephones and Communication",String,0.58,Number
779,Number,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Mix,"Justin Knight",String,11553,Number,-517.17,Number,52.99,Number,19.99,Number,"British Columbia",String,"Storage & Organization",String,0.81,Number
780,Number,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",String,"Justin Knight",String,11553,Number,-429.86,Number,100.98,Number,57.38,Number,"British Columbia",String,Bookcases,String,0.78,Number
781,Number,Accessory34,Mix,"Justin Knight",String,11553,Number,365.42,Number,85.99,Number,0.99,Number,"British Columbia",String,"Telephones and Communication",String,0.55,Number
782,Number,"Bagged Rubber Bands",String,"Christina Vanderzanden",String,11776,Number,-14.10,Number,1.26,Number,0.7,Number,"British Columbia",String,"Rubber Bands",String,0.81,Number
783,Number,"Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)",Mix,"Marina Lichtenstein",String,11782,Number,-63.72,Number,4.98,Number,4.75,Number,"British Columbia",String,Paper,String,0.36,Number
784,Number,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",Mix,"Marina Lichtenstein",String,11782,Number,14.35,Number,66.99,Number,13.99,Number,"British Columbia",String,"Telephones and Communication",String,0.6,Number
785,Number,"Wilson Jones® Four-Pocket Poly Binders",String,"Justin Knight",String,12199,Number,-10.73,Number,6.54,Number,5.27,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.36,Number
786,Number,"Dual Level, Single-Width Filing Carts",String,"Justin Knight",String,12199,Number,3051.62,Number,155.06,Number,7.07,Number,"British Columbia",String,"Storage & Organization",String,0.59,Number
787,Number,"Economy Binders",String,"Gene Hale",String,14275,Number,-7.73,Number,2.08,Number,1.49,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.36,Number
788,Number,"Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms",Mix,"Gene Hale",String,14275,Number,-187.75,Number,160.98,Number,30,Number,"British Columbia",String,"Chairs & Chairmats",String,0.62,Number
789,Number,"X-Rack™ File for Hanging Folders",String,"Gene Hale",String,14535,Number,-33.82,Number,11.29,Number,5.03,Number,"British Columbia",String,"Storage & Organization",String,0.59,Number
790,Number,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Mix,"Rob Haberlin",String,15329,Number,319.52,Number,29.89,Number,1.99,Number,"British Columbia",String,"Computer Peripherals",String,0.5,Number
791,Number,"Newell 323",Mix,"Gene Hale",String,15621,Number,-13.95,Number,1.68,Number,1.57,Number,"British Columbia",String,"Pens & Art Supplies",String,0.59,Number
792,Number,"Eldon Portable Mobile Manager",String,"Gene Hale",String,15621,Number,-136.20,Number,28.28,Number,13.99,Number,"British Columbia",String,"Storage & Organization",String,0.58,Number
793,Number,"Avery Binder Labels",String,"Michelle Arnett",String,17826,Number,-88.61,Number,3.89,Number,7.01,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.37,Number
794,Number,"Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black",String,"Sally Knutson",String,17926,Number,-70.04,Number,15.31,Number,8.78,Number,"British Columbia",String,"Storage & Organization",String,0.57,Number
795,Number,"Master Giant Foot® Doorstop, Safety Yellow",String,"Rob Haberlin",String,18247,Number,27.22,Number,7.59,Number,4,Number,"British Columbia",String,"Office Furnishings",String,0.42,Number
796,Number,"Newell 315",Mix,"Justin Knight",String,18471,Number,46.41,Number,5.98,Number,0.96,Number,"British Columbia",String,"Pens & Art Supplies",String,0.6,Number
797,Number,"Kleencut® Forged Office Shears by Acme United Corporation",String,"Justin Knight",String,18471,Number,-8.02,Number,2.08,Number,2.56,Number,"British Columbia",String,"Scissors, Rulers and Trimmers",String,0.55,Number
798,Number,"Xerox 1983",Mix,"Justin Knight",String,18471,Number,-47.12,Number,5.98,Number,5.46,Number,"British Columbia",String,Paper,String,0.36,Number
799,Number,T61,Mix,"Lena Cacioppo",String,19813,Number,218.73,Number,45.99,Number,2.5,Number,"British Columbia",String,"Telephones and Communication",String,0.56,Number
800,Number,"Avery Poly Binder Pockets",String,"Seth Vernon",String,20322,Number,-183.36,Number,3.58,Number,5.47,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.37,Number
801,Number,"Bush Westfield Collection Bookcases, Fully Assembled",String,"Seth Vernon",String,20322,Number,-129.53,Number,100.98,Number,35.84,Number,"British Columbia",String,Bookcases,String,0.62,Number
802,Number,"Xerox 196",Mix,"Seth Vernon",String,20322,Number,-72.28,Number,5.78,Number,7.96,Number,"British Columbia",String,Paper,String,0.36,Number
803,Number,"Nu-Dell Leatherette Frames",String,"Gene Hale",String,20422,Number,115.21,Number,14.34,Number,5,Number,"British Columbia",String,"Office Furnishings",String,0.49,Number
804,Number,"Colored Envelopes",String,"Luke Weiss",String,20448,Number,6.84,Number,3.69,Number,2.5,Number,"British Columbia",String,Envelopes,String,0.39,Number
805,Number,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Mix,"Justin Knight",String,21892,Number,-18.34,Number,4.91,Number,4.97,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.38,Number
806,Number,"Eldon Simplefile® Box Office®",String,"Rob Haberlin",String,22980,Number,-27.92,Number,12.44,Number,6.27,Number,"British Columbia",String,"Storage & Organization",String,0.57,Number
807,Number,6190,Number,"Julie Creighton",String,23907,Number,-164.46,Number,65.99,Number,2.5,Number,"British Columbia",String,"Telephones and Communication",String,0.55,Number
808,Number,"Panasonic KX-P3200 Dot Matrix Printer",Mix,"Sanjit Chand",String,24064,Number,935.80,Number,297.64,Number,14.7,Number,"British Columbia",String,"Office Machines",String,0.57,Number
809,Number,"Wilson Jones DublLock® D-Ring Binders",String,"Justin Knight",String,24132,Number,-4.49,Number,6.75,Number,2.99,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.35,Number
810,Number,"Wilson Jones Hanging View Binder, White, 1""",Mix,"Justin Knight",String,24132,Number,-101.25,Number,7.1,Number,6.05,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.39,Number
811,Number,"Fellowes Basic 104-Key Keyboard, Platinum",Mix,"Justin Knight",String,24132,Number,-1.88,Number,20.95,Number,4,Number,"British Columbia",String,"Computer Peripherals",String,0.6,Number
812,Number,"Ibico Recycled Linen-Style Covers",String,"Justin Knight",String,24132,Number,339.75,Number,39.06,Number,10.55,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.37,Number
813,Number,"Self-Adhesive Ring Binder Labels",String,"Justin Knight",String,24132,Number,-57.75,Number,3.52,Number,6.83,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.38,Number
814,Number,"Tenex File Box, Personal Filing Tote with Lid, Black",String,"Justin Knight",String,24132,Number,-47.97,Number,15.51,Number,17.78,Number,"British Columbia",String,"Storage & Organization",String,0.59,Number
815,Number,"1726 Digital Answering Machine",Mix,"Luke Weiss",String,24576,Number,24.56,Number,20.99,Number,4.81,Number,"British Columbia",String,"Telephones and Communication",String,0.58,Number
816,Number,"DAX Clear Channel Poster Frame",String,"Luke Weiss",String,24576,Number,38.02,Number,14.58,Number,7.4,Number,"British Columbia",String,"Office Furnishings",String,0.48,Number
817,Number,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Mix,"Christina Vanderzanden",String,25248,Number,29.21,Number,8.33,Number,1.99,Number,"British Columbia",String,"Computer Peripherals",String,0.52,Number
818,Number,"Xerox 1891",Mix,"Christina Vanderzanden",String,25248,Number,418.19,Number,48.91,Number,5.81,Number,"British Columbia",String,Paper,String,0.38,Number
819,Number,"Xerox 220",Mix,"Lena Cacioppo",String,25475,Number,-191.49,Number,6.48,Number,7.49,Number,"British Columbia",String,Paper,String,0.37,Number
820,Number,"Computer Printout Paper with Letter-Trim Perforations",String,"Seth Vernon",String,26978,Number,-21.20,Number,18.97,Number,9.03,Number,"British Columbia",String,Paper,String,0.37,Number
821,Number,"Wausau Papers Astrobrights® Colored Envelopes",String,"Sanjit Chand",String,27105,Number,39.63,Number,5.98,Number,2.5,Number,"British Columbia",String,Envelopes,String,0.36,Number
822,Number,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Mix,"Sanjit Chand",String,27105,Number,26.21,Number,10.4,Number,5.4,Number,"British Columbia",String,"Office Furnishings",String,0.51,Number
823,Number,"Belkin MediaBoard 104- Keyboard",Mix,"Julie Creighton",String,28068,Number,-43.96,Number,27.48,Number,4,Number,"British Columbia",String,"Computer Peripherals",String,0.75,Number
824,Number,"Executive Impressions 12"" Wall Clock",Mix,"Sanjit Chand",String,28802,Number,51.36,Number,17.67,Number,8.99,Number,"British Columbia",String,"Office Furnishings",String,0.47,Number
825,Number,"Southworth 25% Cotton Antique Laid Paper & Envelopes",Mix,"Sanjit Chand",String,28802,Number,25.95,Number,8.34,Number,4.82,Number,"British Columbia",String,Paper,String,0.4,Number
826,Number,6185,Number,"Sanjit Chand",String,28802,Number,884.91,Number,205.99,Number,3,Number,"British Columbia",String,"Telephones and Communication",String,0.58,Number
827,Number,"Eldon Spacemaker® Box, Quick-Snap Lid, Clear",String,"Anthony Johnson",String,28839,Number,-175.86,Number,3.34,Number,7.49,Number,"British Columbia",String,"Pens & Art Supplies",String,0.54,Number
828,Number,"Xerox 1995",Mix,"Anthony Johnson",String,29252,Number,-15.44,Number,6.48,Number,5.19,Number,"British Columbia",String,Paper,String,0.37,Number
829,Number,"Honeywell Quietcare HEPA Air Cleaner",String,"Kimberly Carter",String,31941,Number,650.73,Number,78.65,Number,13.99,Number,"British Columbia",String,Appliances,String,0.52,Number
830,Number,"Xerox 1993",Mix,"Kimberly Carter",String,31941,Number,-43.50,Number,6.48,Number,9.68,Number,"British Columbia",String,Paper,String,0.36,Number
831,Number,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",String,"Marina Lichtenstein",String,32418,Number,-131.31,Number,243.98,Number,43.32,Number,"British Columbia",String,"Chairs & Chairmats",String,0.55,Number
832,Number,"Strathmore #10 Envelopes, Ultimate White",Mix,"Sanjit Chand",String,34241,Number,16.23,Number,52.71,Number,2.5,Number,"British Columbia",String,Envelopes,String,0.36,Number
833,Number,"Fellowes 8 Outlet Superior Workstation Surge Protector",Mix,"Sally Knutson",String,34816,Number,267.16,Number,41.71,Number,4.5,Number,"British Columbia",String,Appliances,String,0.56,Number
834,Number,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Mix,"Sally Knutson",String,34816,Number,590.77,Number,60.98,Number,19.99,Number,"British Columbia",String,Envelopes,String,0.38,Number
835,Number,"Fiskars® Softgrip Scissors",String,"Luke Weiss",String,35011,Number,-2.31,Number,10.98,Number,3.37,Number,"British Columbia",String,"Scissors, Rulers and Trimmers",String,0.57,Number
836,Number,"Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators",Mix,"Anthony Johnson",String,36068,Number,1243.17,Number,279.81,Number,23.19,Number,"British Columbia",String,Appliances,String,0.59,Number
837,Number,Accessory20,Mix,"Michelle Arnett",String,36930,Number,1325.82,Number,85.99,Number,3.3,Number,"British Columbia",String,"Telephones and Communication",String,0.37,Number
838,Number,"Xerox 1971",Mix,"Luke Weiss",String,37315,Number,-133.68,Number,4.28,Number,5.17,Number,"British Columbia",String,Paper,String,0.4,Number
839,Number,5165,Number,"Luke Weiss",String,37315,Number,1176.48,Number,175.99,Number,4.99,Number,"British Columbia",String,"Telephones and Communication",String,0.59,Number
840,Number,"Lexmark Z54se Color Inkjet Printer",Mix,"Luke Weiss",String,37925,Number,1265.82,Number,90.97,Number,14,Number,"British Columbia",String,"Office Machines",String,0.36,Number
841,Number,"StarTAC 7760",Mix,"Luke Weiss",String,37925,Number,394.45,Number,65.99,Number,3.99,Number,"British Columbia",String,"Telephones and Communication",String,0.59,Number
842,Number,"Premier Elliptical Ring Binder, Black",String,"Rob Haberlin",String,38021,Number,709.33,Number,30.44,Number,1.49,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.37,Number
843,Number,"Wilson Jones DublLock® D-Ring Binders",String,"Julie Creighton",String,38336,Number,2.82,Number,6.75,Number,2.99,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.35,Number
844,Number,"Micro Innovations 104 Keyboard",Mix,"Julie Creighton",String,38336,Number,-116.45,Number,10.97,Number,6.5,Number,"British Columbia",String,"Computer Peripherals",String,0.64,Number
845,Number,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",String,"Justin Knight",String,38565,Number,-11.69,Number,10.64,Number,5.16,Number,"British Columbia",String,"Office Furnishings",String,0.57,Number
846,Number,"Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac",String,"Sally Knutson",String,39783,Number,-94.76,Number,4.06,Number,6.89,Number,"British Columbia",String,Appliances,String,0.6,Number
847,Number,"GBC Standard Plastic Binding Systems Combs",String,"Sally Knutson",String,39783,Number,5.02,Number,8.85,Number,5.6,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.36,Number
848,Number,"Avery 520",Mix,"Sally Knutson",String,39783,Number,39.90,Number,3.15,Number,0.5,Number,"British Columbia",String,Labels,String,0.37,Number
849,Number,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Mix,"Michelle Arnett",String,42500,Number,437.07,Number,48.92,Number,4.5,Number,"British Columbia",String,Appliances,String,0.59,Number
850,Number,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",String,"Michelle Arnett",String,42500,Number,-10.48,Number,8.69,Number,2.99,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.39,Number
851,Number,"Fiskars® Softgrip Scissors",String,"Julie Creighton",String,44162,Number,42.76,Number,10.98,Number,3.37,Number,"British Columbia",String,"Scissors, Rulers and Trimmers",String,0.57,Number
852,Number,"TOPS Money Receipt Book, Consecutively Numbered in Red,",String,"Sally Knutson",String,44256,Number,48.45,Number,8.01,Number,2.87,Number,"British Columbia",String,Paper,String,0.4,Number
853,Number,"Xerox 226",Mix,"Sally Knutson",String,44256,Number,-38.72,Number,6.48,Number,5.84,Number,"British Columbia",String,Paper,String,0.37,Number
854,Number,"Sanford 52201 APSCO Electric Pencil Sharpener",Mix,"Sally Knutson",String,44256,Number,182.15,Number,40.97,Number,8.99,Number,"British Columbia",String,"Pens & Art Supplies",String,0.59,Number
855,Number,"Laminate Occasional Tables",String,"Sally Knutson",String,44320,Number,-1640.51,Number,154.13,Number,69,Number,"British Columbia",String,Tables,String,0.68,Number
856,Number,"Round Ring Binders",String,"Kimberly Carter",String,45377,Number,-22.90,Number,2.08,Number,1.49,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.38,Number
857,Number,"Durable Pressboard Binders",String,"Rob Haberlin",String,47367,Number,-0.17,Number,3.8,Number,1.49,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.38,Number
858,Number,"Avery 52",Mix,"Rob Haberlin",String,47367,Number,2.28,Number,3.69,Number,0.5,Number,"British Columbia",String,Labels,String,0.38,Number
859,Number,"Avery 492",Mix,"Sally Knutson",String,47750,Number,36.64,Number,2.88,Number,0.5,Number,"British Columbia",String,Labels,String,0.39,Number
860,Number,"Executive Impressions 13"" Chairman Wall Clock",Mix,"Sally Knutson",String,47750,Number,216.12,Number,25.38,Number,8.99,Number,"British Columbia",String,"Office Furnishings",String,0.5,Number
861,Number,"Binder Posts",String,"Marina Lichtenstein",String,48388,Number,-13.33,Number,5.74,Number,5.01,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.39,Number
862,Number,"Avery 498",Mix,"Christina DeMoss",String,49059,Number,45.51,Number,2.89,Number,0.5,Number,"British Columbia",String,Labels,String,0.38,Number
863,Number,"Xerox 1891",Mix,"Christina DeMoss",String,49059,Number,32.86,Number,48.91,Number,5.81,Number,"British Columbia",String,Paper,String,0.38,Number
864,Number,"DIXON Oriole® Pencils",String,"Luke Weiss",String,49510,Number,-6.22,Number,2.58,Number,1.3,Number,"British Columbia",String,"Pens & Art Supplies",String,0.59,Number
865,Number,"Avery Durable Binders",String,"Sally Knutson",String,49634,Number,10.91,Number,2.88,Number,1.49,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.36,Number
866,Number,"Avery 510",Mix,"Michelle Arnett",String,50210,Number,82.30,Number,3.75,Number,0.5,Number,"British Columbia",String,Labels,String,0.37,Number
867,Number,"Super Bands, 12/Pack",Mix,"Michelle Arnett",String,50210,Number,-30.26,Number,1.86,Number,2.58,Number,"British Columbia",String,"Rubber Bands",String,0.82,Number
868,Number,"iDEN i95",Mix,"Sanjit Chand",String,50503,Number,-186.33,Number,65.99,Number,19.99,Number,"British Columbia",String,"Telephones and Communication",String,0.59,Number
869,Number,"Staples 6 Outlet Surge",Mix,"Anthony Johnson",String,50816,Number,-35.94,Number,11.97,Number,4.98,Number,"British Columbia",String,Appliances,String,0.58,Number
870,Number,"Lock-Up Easel 'Spel-Binder'",String,"Anthony Johnson",String,50816,Number,302.80,Number,28.53,Number,1.49,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.38,Number
871,Number,"Memorex 4.7GB DVD+R, 3/Pack",Mix,"Anthony Johnson",String,50816,Number,-12.46,Number,15.28,Number,1.99,Number,"British Columbia",String,"Computer Peripherals",String,0.42,Number
872,Number,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Mix,"Luke Weiss",String,51073,Number,958.80,Number,136.98,Number,24.49,Number,"British Columbia",String,"Office Furnishings",String,0.59,Number
873,Number,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Mix,"Luke Weiss",String,51073,Number,813.35,Number,30.93,Number,3.92,Number,"British Columbia",String,"Office Furnishings",String,0.44,Number
874,Number,"Office Star Flex Back Scooter Chair with White Frame",String,"Rob Haberlin",String,51584,Number,176.04,Number,110.98,Number,30,Number,"British Columbia",String,"Chairs & Chairmats",String,0.71,Number
875,Number,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Mix,"Monica Federle",String,51879,Number,372.26,Number,51.94,Number,19.99,Number,"British Columbia",String,"Office Furnishings",String,0.44,Number
876,Number,"Southworth 25% Cotton Premium Laser Paper and Envelopes",Mix,"Monica Federle",String,51879,Number,212.06,Number,19.98,Number,8.68,Number,"British Columbia",String,Paper,String,0.37,Number
877,Number,"Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock",Mix,"Kimberly Carter",String,52288,Number,545.11,Number,78.69,Number,19.99,Number,"British Columbia",String,"Office Furnishings",String,0.43,Number
878,Number,"Lock-Up Easel 'Spel-Binder'",String,"Michelle Arnett",String,53190,Number,74.64,Number,28.53,Number,1.49,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.38,Number
879,Number,"StarTAC 7760",Mix,"Michelle Arnett",String,53190,Number,-170.53,Number,65.99,Number,3.99,Number,"British Columbia",String,"Telephones and Communication",String,0.59,Number
880,Number,"Seth Thomas 12"" Clock w/ Goldtone Case",Mix,"Sanjit Chand",String,53536,Number,109.16,Number,22.98,Number,7.58,Number,"British Columbia",String,"Office Furnishings",String,0.51,Number
881,Number,"Bevis Round Conference Room Tables and Bases",String,"Sanjit Chand",String,53536,Number,-234.59,Number,179.29,Number,56.2,Number,"British Columbia",String,Tables,String,0.71,Number
882,Number,"#10 Self-Seal White Envelopes",Mix,"Marina Lichtenstein",String,53572,Number,4.79,Number,11.09,Number,5.25,Number,"British Columbia",String,Envelopes,String,0.36,Number
883,Number,"Xerox 1885",Mix,"Joy Smith",String,53825,Number,649.80,Number,48.04,Number,7.23,Number,"British Columbia",String,Paper,String,0.37,Number
884,Number,"Fellowes Super Stor/Drawer® Files",String,"Christina DeMoss",String,53863,Number,1660.15,Number,161.55,Number,19.99,Number,"British Columbia",String,"Storage & Organization",String,0.66,Number
885,Number,"Advantus Push Pins, Aluminum Head",String,"Monica Federle",String,54119,Number,-43.45,Number,5.81,Number,3.37,Number,"British Columbia",String,"Rubber Bands",String,0.54,Number
886,Number,"Acco Perma® 2700 Stacking Storage Drawers",Mix,"Monica Federle",String,54119,Number,-41.75,Number,29.74,Number,6.64,Number,"British Columbia",String,"Storage & Organization",String,0.7,Number
887,Number,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Mix,"Michelle Arnett",String,56224,Number,-117.27,Number,3.81,Number,5.44,Number,"British Columbia",String,"Binders and Binder Accessories",String,0.36,Number
888,Number,"Bevis Steel Folding Chairs",String,"Michelle Arnett",String,56224,Number,-1115.99,Number,95.95,Number,74.35,Number,"British Columbia",String,"Chairs & Chairmats",String,0.57,Number
889,Number,"Staples Vinyl Coated Paper Clips, 800/Box",Mix,"Michelle Arnett",String,56224,Number,48.59,Number,7.89,Number,2.82,Number,"British Columbia",String,"Rubber Bands",String,0.4,Number
890,Number,"Bevis 36 x 72 Conference Tables",Mix,"Michelle Arnett",String,56224,Number,-153.25,Number,124.49,Number,51.94,Number,"British Columbia",String,Tables,String,0.63,Number
891,Number,"Telescoping Adjustable Floor Lamp",String,"Michelle Arnett",String,56293,Number,-44.81,Number,19.99,Number,11.17,Number,"British Columbia",String,"Office Furnishings",String,0.6,Number
892,Number,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",String,"Michelle Arnett",String,56293,Number,-27.72,Number,16.91,Number,6.25,Number,"British Columbia",String,"Storage & Organization",String,0.58,Number
893,Number,"Advantus Push Pins, Aluminum Head",String,"Sally Knutson",String,57959,Number,-32.06,Number,5.81,Number,3.37,Number,"British Columbia",String,"Rubber Bands",String,0.54,Number
894,Number,"Micro Innovations Micro 3000 Keyboard, Black",Mix,"Sally Knutson",String,57959,Number,-65.33,Number,26.31,Number,5.89,Number,"British Columbia",String,"Computer Peripherals",String,0.75,Number
895,Number,"LX 677",Mix,"Christina DeMoss",String,58500,Number,14.01,Number,110.99,Number,8.99,Number,"British Columbia",String,"Telephones and Communication",String,0.57,Number
896,Number,"Bush Westfield Collection Bookcases, Fully Assembled",String,"Joy Smith",String,59584,Number,-160.46,Number,100.98,Number,35.84,Number,"British Columbia",String,Bookcases,String,0.62,Number
897,Number,"Canon MP41DH Printing Calculator",Mix,"Joy Smith",String,59584,Number,16.81,Number,150.98,Number,13.99,Number,"British Columbia",String,"Office Machines",String,0.38,Number
898,Number,7160,Number,"Sonia Sunley",String,261,Number,1680.79,Number,140.99,Number,4.2,Number,"British Columbia",String,"Telephones and Communication",String,0.59,Number
899,Number,"Belkin 8 Outlet SurgeMaster II Gold Surge Protector",Mix,"Anthony O'Donnell",String,928,Number,300.97,Number,59.98,Number,3.99,Number,"British Columbia",String,Appliances,String,0.57,Number
900,Number,"DAX Clear Channel Poster Frame",String,"Anthony O'Donnell",String,928,Number,45.00,Number,14.58,Number,7.4,Number,"British Columbia",String,"Office Furnishings",String,0.48,Number
901,Number,"Memorex 4.7GB DVD-RAM, 3/Pack",Mix,"Emily Grady",String,1282,Number,366.48,Number,31.78,Number,1.99,Number,"British Columbia",String,"Computer Peripherals",String,0.42,Number
902,Number,"Prang Drawing Pencil Set",String,"Emily Grady",String,1282,Number,-2.06,Number,2.78,Number,1.34,Number,"British Columbia",String,"Pens & Art Supplies",String,0.45,Number
903,Number,"Euro Pro Shark Stick Mini Vacuum",String,"Alex Avila",String,1856,Number,-712.14,Number,60.98,Number,49,Number,"British Columbia",String,Appliances,String,0.59,Number
904,Number,M3682,Mix,"Alex Avila",String,1856,Number,973.16,Number,125.99,Number,8.08,Number,"British Columbia",String,"Telephones and Communication",String,0.57,Number
905,Number,"StarTAC 6500",Mix,"Alex Avila",String,1856,Number,676.13,Number,125.99,Number,8.8,Number,"British Columbia",String,"Telephones and Communication",String,0.59,Number
906,Number,"SAFCO Arco Folding Chair",String,"Brian Moss",String,1925,Number,67.84,Number,276.2,Number,24.49,Number,"British Columbia",String,"Chairs & Chairmats",String,,String
907,Number,"Eldon Advantage® Chair Mats for Low to Medium Pile Carpets",String,"Emily Grady",String,2848,Number,-303.62,Number,43.31,Number,15.9,Number,"British Columbia",String,"Office Furnishings",String,0.75,Number
908,Number,SC7868i,Mix,"Emily Grady",String,2848,Number,-264.28,Number,125.99,Number,8.99,Number,"British Columbia",String,"Telephones and Communication",String,0.55,Number
