RowNumber,RowNumber_TYPE,CustomerId,CustomerId_TYPE,Surname,Surname_TYPE,CreditScore,CreditScore_TYPE,Geography,Geography_TYPE,Gender,Gender_TYPE,Age,Age_TYPE,Tenure,Tenure_TYPE,Balance,Balance_TYPE,NumOfProducts,NumOfProducts_TYPE,HasCrCard,HasCrCard_TYPE,IsActiveMember,IsActiveMember_TYPE,EstimatedSalary,EstimatedSalary_TYPE,Exited,Exited_TYPE
7532,Number,15642063,Number,Kelechi,String,692,Number,France,String,Male,String,40,Number,6,Number,163505.16,Number,1,Number,0,Number,0,Number,90424.09,Number,0,Number
7533,Number,15706602,Number,Bates,String,760,Number,Spain,String,Female,String,33,Number,1,Number,118114.28,Number,2,Number,0,Number,1,Number,156660.21,Number,0,Number
7534,Number,15592773,Number,Eberegbulam,String,630,Number,Germany,String,Female,String,51,Number,0,Number,108449.23,Number,3,Number,0,Number,0,Number,88372.69,Number,1,Number
7535,Number,15786539,Number,Olisaemeka,String,808,Number,France,String,Male,String,32,Number,1,Number,0,Number,2,Number,1,Number,1,Number,46200.71,Number,0,Number
7536,Number,15737542,Number,Davey,String,611,Number,Germany,String,Female,String,36,Number,10,Number,103294.56,Number,1,Number,1,Number,0,Number,160548.12,Number,0,Number
7537,Number,15590234,Number,"De Luca",String,697,Number,France,String,Female,String,42,Number,1,Number,0,Number,1,Number,1,Number,0,Number,1262.83,Number,1,Number
7538,Number,15773776,Number,Ho,String,655,Number,France,String,Female,String,38,Number,6,Number,0,Number,1,Number,1,Number,1,Number,188639.28,Number,0,Number
7539,Number,15728082,Number,Vasiliev,String,601,Number,Spain,String,Male,String,28,Number,6,Number,0,Number,2,Number,1,Number,0,Number,14665.28,Number,0,Number
7540,Number,15609987,Number,Smith,String,755,Number,France,String,Male,String,42,Number,2,Number,119919.12,Number,1,Number,1,Number,0,Number,156868.21,Number,0,Number
7541,Number,15735330,Number,Sung,String,553,Number,France,String,Male,String,37,Number,1,Number,0,Number,1,Number,1,Number,0,Number,30461.55,Number,0,Number
7542,Number,15649430,Number,White,String,723,Number,France,String,Male,String,28,Number,4,Number,0,Number,2,Number,1,Number,1,Number,123885.88,Number,0,Number
7543,Number,15768777,Number,Wang,String,507,Number,Spain,String,Female,String,34,Number,4,Number,0,Number,2,Number,1,Number,1,Number,60688.38,Number,0,Number
7544,Number,15777893,Number,Davide,String,777,Number,France,String,Male,String,43,Number,1,Number,0,Number,2,Number,1,Number,0,Number,21785.91,Number,0,Number
7545,Number,15791326,Number,Nnamdi,String,566,Number,France,String,Male,String,34,Number,3,Number,0,Number,1,Number,0,Number,0,Number,188135.69,Number,0,Number
7546,Number,15615176,Number,Welsh,String,732,Number,France,String,Male,String,26,Number,7,Number,0,Number,2,Number,1,Number,0,Number,154364.66,Number,0,Number
7547,Number,15735221,Number,Sousa,String,697,Number,France,String,Female,String,42,Number,10,Number,0,Number,2,Number,1,Number,0,Number,61312.15,Number,0,Number
7548,Number,15617991,Number,Andrews,String,555,Number,France,String,Male,String,29,Number,4,Number,128744.04,Number,1,Number,1,Number,1,Number,47454.93,Number,0,Number
7549,Number,15658504,Number,Chiawuotu,String,584,Number,Germany,String,Female,String,62,Number,9,Number,137727.34,Number,2,Number,0,Number,1,Number,121102.9,Number,0,Number
7550,Number,15785705,Number,Thomson,String,705,Number,Germany,String,Female,String,44,Number,10,Number,106731.58,Number,1,Number,1,Number,0,Number,137419.87,Number,1,Number
7551,Number,15801817,Number,Carpenter,String,688,Number,France,String,Female,String,38,Number,7,Number,123544.21,Number,1,Number,1,Number,1,Number,157664.02,Number,0,Number
7552,Number,15752578,Number,Yefimova,String,626,Number,France,String,Female,String,37,Number,2,Number,133968.96,Number,2,Number,1,Number,0,Number,148689.65,Number,0,Number
7553,Number,15781574,Number,Ma,String,636,Number,Spain,String,Male,String,76,Number,9,Number,126534.6,Number,1,Number,1,Number,1,Number,39789.62,Number,0,Number
7554,Number,15792107,Number,Black,String,719,Number,Spain,String,Female,String,35,Number,8,Number,0,Number,1,Number,1,Number,1,Number,165162.4,Number,0,Number
7555,Number,15569917,Number,Obijiaku,String,706,Number,Spain,String,Male,String,30,Number,6,Number,87609.68,Number,2,Number,0,Number,0,Number,137674.55,Number,1,Number
7556,Number,15721504,Number,King,String,731,Number,Spain,String,Male,String,41,Number,3,Number,0,Number,2,Number,1,Number,0,Number,101371.72,Number,0,Number
7557,Number,15757306,Number,Miller,String,738,Number,Spain,String,Male,String,49,Number,3,Number,0,Number,3,Number,1,Number,1,Number,65066.48,Number,1,Number
7558,Number,15647295,Number,Chin,String,426,Number,France,String,Male,String,34,Number,9,Number,0,Number,2,Number,1,Number,0,Number,107876.91,Number,0,Number
7559,Number,15642098,Number,Cox,String,622,Number,Spain,String,Female,String,36,Number,0,Number,108960,Number,2,Number,1,Number,0,Number,111180.3,Number,1,Number
7560,Number,15696120,Number,Wallace,String,701,Number,Spain,String,Female,String,30,Number,2,Number,0,Number,2,Number,1,Number,0,Number,115650.63,Number,0,Number
7561,Number,15675176,Number,Price,String,512,Number,France,String,Male,String,51,Number,6,Number,144953.31,Number,1,Number,1,Number,1,Number,165035.17,Number,0,Number
7562,Number,15700046,Number,Yuan,String,635,Number,France,String,Male,String,41,Number,4,Number,103544.88,Number,2,Number,1,Number,0,Number,193746.55,Number,0,Number
7563,Number,15782089,Number,Mullen,String,685,Number,France,String,Male,String,33,Number,6,Number,0,Number,1,Number,1,Number,0,Number,58458.26,Number,0,Number
7564,Number,15706394,Number,Howell,String,609,Number,France,String,Male,String,53,Number,7,Number,0,Number,2,Number,0,Number,1,Number,52332.85,Number,0,Number
7565,Number,15759387,Number,McIntosh,String,598,Number,Germany,String,Male,String,38,Number,1,Number,101487.18,Number,1,Number,1,Number,1,Number,75959.1,Number,1,Number
7566,Number,15623369,Number,Clifton,String,708,Number,France,String,Male,String,52,Number,10,Number,105355.81,Number,1,Number,1,Number,0,Number,123.07,Number,1,Number
7567,Number,15732943,Number,Okwuoma,String,574,Number,Spain,String,Male,String,36,Number,4,Number,77967.5,Number,1,Number,1,Number,0,Number,167066.95,Number,1,Number
7568,Number,15750545,Number,Chidiebere,String,629,Number,France,String,Male,String,44,Number,5,Number,0,Number,4,Number,0,Number,0,Number,117572.59,Number,1,Number
7569,Number,15809909,Number,Fan,String,422,Number,Spain,String,Female,String,54,Number,4,Number,0,Number,2,Number,1,Number,1,Number,7166.71,Number,0,Number
7570,Number,15642448,Number,Onyemauchechukwu,String,656,Number,Spain,String,Male,String,28,Number,8,Number,120047.77,Number,1,Number,1,Number,1,Number,137173.39,Number,0,Number
7571,Number,15791944,Number,Harker,String,697,Number,France,String,Male,String,32,Number,7,Number,175464.85,Number,3,Number,1,Number,0,Number,116442.42,Number,1,Number
7572,Number,15768342,Number,Bolton,String,718,Number,France,String,Male,String,52,Number,8,Number,79475.3,Number,3,Number,1,Number,1,Number,32421.32,Number,1,Number
7573,Number,15567919,Number,Lazarev,String,586,Number,Germany,String,Male,String,37,Number,8,Number,167735.69,Number,2,Number,0,Number,1,Number,104665.79,Number,0,Number
7574,Number,15674750,Number,Alexeyeva,String,481,Number,Spain,String,Female,String,37,Number,8,Number,0,Number,2,Number,1,Number,0,Number,44215.86,Number,0,Number
7575,Number,15778345,Number,Stevens,String,749,Number,France,String,Female,String,33,Number,1,Number,74385.98,Number,1,Number,1,Number,0,Number,20164.47,Number,0,Number
7576,Number,15687634,Number,Glover,String,561,Number,Germany,String,Male,String,49,Number,5,Number,94754,Number,1,Number,1,Number,1,Number,26691.31,Number,0,Number
7577,Number,15666096,Number,Ibekwe,String,676,Number,Spain,String,Male,String,27,Number,4,Number,0,Number,1,Number,0,Number,1,Number,107955.67,Number,0,Number
7578,Number,15581700,Number,Paterson,String,615,Number,Germany,String,Male,String,43,Number,3,Number,86920.86,Number,1,Number,1,Number,1,Number,150048.37,Number,0,Number
7579,Number,15656417,Number,Marsh,String,582,Number,France,String,Female,String,39,Number,1,Number,132077.48,Number,2,Number,1,Number,0,Number,192255.15,Number,0,Number
7580,Number,15649101,Number,Reeves,String,601,Number,France,String,Male,String,40,Number,10,Number,127847.86,Number,1,Number,0,Number,0,Number,173245.68,Number,0,Number
7581,Number,15781975,Number,Rees,String,708,Number,France,String,Male,String,34,Number,3,Number,0,Number,1,Number,0,Number,1,Number,121457.88,Number,1,Number
7582,Number,15700511,Number,Hanson,String,708,Number,Germany,String,Male,String,42,Number,9,Number,176702.36,Number,2,Number,1,Number,1,Number,104804.74,Number,0,Number
7583,Number,15770255,Number,Onwughara,String,797,Number,Germany,String,Female,String,33,Number,10,Number,83555.58,Number,1,Number,0,Number,0,Number,69767.14,Number,0,Number
7584,Number,15643574,Number,Odinakachukwu,String,682,Number,France,String,Male,String,26,Number,8,Number,0,Number,2,Number,1,Number,0,Number,178373.43,Number,0,Number
7585,Number,15595010,Number,Huang,String,694,Number,Spain,String,Female,String,39,Number,9,Number,0,Number,2,Number,0,Number,0,Number,99924.04,Number,0,Number
7586,Number,15580579,Number,Trevisani,String,490,Number,France,String,Female,String,40,Number,1,Number,0,Number,1,Number,1,Number,1,Number,49594.19,Number,1,Number
7587,Number,15748532,Number,Dale,String,828,Number,Spain,String,Male,String,42,Number,10,Number,0,Number,1,Number,1,Number,1,Number,186071.14,Number,0,Number
7588,Number,15773789,Number,Pavlova,String,594,Number,Spain,String,Female,String,38,Number,7,Number,96858.35,Number,1,Number,1,Number,0,Number,77511.45,Number,0,Number
7589,Number,15600027,Number,Meng,String,579,Number,Spain,String,Male,String,33,Number,1,Number,0,Number,2,Number,1,Number,1,Number,54816.57,Number,0,Number
7590,Number,15620832,Number,Dean,String,723,Number,France,String,Female,String,35,Number,0,Number,0,Number,2,Number,0,Number,1,Number,61290.99,Number,0,Number
7591,Number,15568819,Number,Chiganu,String,619,Number,Germany,String,Female,String,42,Number,8,Number,132796.04,Number,3,Number,1,Number,1,Number,191821.35,Number,1,Number
7592,Number,15748691,Number,Lung,String,794,Number,Spain,String,Female,String,30,Number,1,Number,154970.54,Number,1,Number,0,Number,1,Number,156768.45,Number,0,Number
7593,Number,15583552,Number,Donaldson,String,674,Number,Germany,String,Male,String,44,Number,3,Number,88902.21,Number,1,Number,1,Number,0,Number,73731.32,Number,0,Number
7594,Number,15588019,Number,"Li Fonti",String,418,Number,France,String,Male,String,28,Number,7,Number,98738.92,Number,1,Number,1,Number,0,Number,122190.22,Number,0,Number
7595,Number,15713250,Number,Izmailova,String,502,Number,France,String,Male,String,33,Number,8,Number,0,Number,2,Number,1,Number,1,Number,123509.01,Number,0,Number
7596,Number,15569595,Number,Walker,String,678,Number,France,String,Female,String,50,Number,6,Number,0,Number,1,Number,1,Number,0,Number,8199.5,Number,0,Number
7597,Number,15794868,Number,Nnonso,String,599,Number,Germany,String,Male,String,40,Number,10,Number,137456.28,Number,2,Number,1,Number,1,Number,14113.11,Number,0,Number
7598,Number,15576680,Number,Stevenson,String,736,Number,France,String,Male,String,29,Number,4,Number,0,Number,2,Number,0,Number,0,Number,51705.01,Number,0,Number
7599,Number,15613699,Number,Schnaars,String,430,Number,France,String,Female,String,60,Number,7,Number,73937.02,Number,1,Number,1,Number,0,Number,161937.62,Number,1,Number
7600,Number,15609758,Number,Geoghegan,String,537,Number,France,String,Female,String,45,Number,7,Number,158621.04,Number,1,Number,1,Number,0,Number,120892.96,Number,1,Number
7601,Number,15762392,Number,Ilyina,String,683,Number,Spain,String,Male,String,30,Number,1,Number,113257.2,Number,1,Number,1,Number,1,Number,65035.02,Number,0,Number
7602,Number,15693382,Number,Muir,String,828,Number,France,String,Male,String,31,Number,9,Number,0,Number,1,Number,0,Number,1,Number,164257.37,Number,0,Number
7603,Number,15791769,Number,Gardener,String,691,Number,France,String,Female,String,29,Number,9,Number,116536.43,Number,1,Number,1,Number,0,Number,51987.99,Number,0,Number
7604,Number,15712483,Number,Chidi,String,608,Number,Spain,String,Female,String,28,Number,4,Number,0,Number,2,Number,1,Number,0,Number,10899.63,Number,1,Number
7605,Number,15636454,Number,Fu,String,691,Number,France,String,Female,String,60,Number,6,Number,101070.69,Number,1,Number,1,Number,0,Number,177355.8,Number,1,Number
7606,Number,15710138,Number,Sun,String,718,Number,Spain,String,Male,String,39,Number,6,Number,0,Number,2,Number,0,Number,1,Number,63889.1,Number,0,Number
7607,Number,15571571,Number,Ting,String,680,Number,Germany,String,Female,String,31,Number,3,Number,127331.46,Number,3,Number,1,Number,1,Number,176433.6,Number,0,Number
7608,Number,15638751,Number,Ashton,String,838,Number,Spain,String,Female,String,41,Number,5,Number,0,Number,2,Number,1,Number,0,Number,81313.51,Number,0,Number
7609,Number,15598574,Number,Uwakwe,String,695,Number,Spain,String,Female,String,31,Number,5,Number,0,Number,2,Number,0,Number,1,Number,13998.88,Number,0,Number
7610,Number,15796787,Number,Vassiliev,String,681,Number,France,String,Male,String,46,Number,0,Number,105969.42,Number,1,Number,1,Number,0,Number,5771.56,Number,0,Number
7611,Number,15615670,Number,Kazakova,String,762,Number,France,String,Male,String,36,Number,5,Number,119547.46,Number,1,Number,1,Number,1,Number,42693.65,Number,0,Number
7612,Number,15705506,Number,Perry,String,751,Number,Spain,String,Male,String,38,Number,7,Number,0,Number,2,Number,0,Number,0,Number,90839.61,Number,0,Number
7613,Number,15599535,Number,Howell,String,678,Number,Spain,String,Male,String,28,Number,5,Number,138668.18,Number,1,Number,1,Number,1,Number,54144.01,Number,0,Number
7614,Number,15768449,Number,Ricci,String,634,Number,France,String,Female,String,37,Number,7,Number,51582.5,Number,2,Number,1,Number,1,Number,184312.88,Number,0,Number
7615,Number,15725002,Number,Smith,String,749,Number,France,String,Male,String,37,Number,7,Number,0,Number,2,Number,1,Number,0,Number,20306.79,Number,0,Number
7616,Number,15611682,Number,Rossi,String,590,Number,Spain,String,Male,String,37,Number,6,Number,169902.92,Number,1,Number,1,Number,1,Number,128256.18,Number,0,Number
7617,Number,15749964,Number,Jones,String,610,Number,France,String,Female,String,27,Number,4,Number,87262.4,Number,2,Number,1,Number,0,Number,182720.07,Number,0,Number
7618,Number,15678779,Number,Quezada,String,502,Number,France,String,Male,String,33,Number,7,Number,0,Number,2,Number,0,Number,1,Number,4082.52,Number,0,Number
7619,Number,15752601,Number,McCulloch,String,578,Number,France,String,Female,String,40,Number,7,Number,0,Number,2,Number,0,Number,0,Number,102233.73,Number,0,Number
7620,Number,15758477,Number,Tobeolisa,String,547,Number,France,String,Female,String,32,Number,2,Number,0,Number,2,Number,1,Number,0,Number,132002.83,Number,0,Number
7621,Number,15629133,Number,Black,String,579,Number,France,String,Female,String,27,Number,9,Number,0,Number,2,Number,1,Number,0,Number,126838.7,Number,0,Number
7622,Number,15604963,Number,Fraser,String,661,Number,France,String,Male,String,39,Number,5,Number,0,Number,2,Number,0,Number,0,Number,181461.46,Number,0,Number
7623,Number,15796413,Number,Green,String,794,Number,France,String,Male,String,46,Number,6,Number,0,Number,2,Number,1,Number,0,Number,195325.74,Number,0,Number
7624,Number,15812470,Number,Allan,String,719,Number,France,String,Male,String,61,Number,5,Number,0,Number,2,Number,0,Number,1,Number,29132.43,Number,0,Number
7625,Number,15587443,Number,Akudinobi,String,728,Number,France,String,Female,String,69,Number,1,Number,0,Number,2,Number,1,Number,1,Number,131804.86,Number,0,Number
7626,Number,15689692,Number,Walker,String,598,Number,Germany,String,Male,String,19,Number,3,Number,150348.37,Number,1,Number,1,Number,1,Number,173784.04,Number,0,Number
7627,Number,15779586,Number,Olisaemeka,String,822,Number,Germany,String,Female,String,46,Number,3,Number,115074.02,Number,2,Number,1,Number,0,Number,26249.86,Number,0,Number
7628,Number,15667588,Number,Arcuri,String,670,Number,Spain,String,Female,String,40,Number,3,Number,0,Number,1,Number,1,Number,1,Number,182650.15,Number,0,Number
7629,Number,15624423,Number,Liu,String,850,Number,France,String,Male,String,28,Number,8,Number,99986.98,Number,1,Number,1,Number,0,Number,196582.55,Number,0,Number
7630,Number,15591107,Number,Flemming,String,723,Number,Germany,String,Female,String,68,Number,3,Number,110357,Number,1,Number,0,Number,0,Number,141977.54,Number,1,Number
7631,Number,15748986,Number,Bischof,String,705,Number,Germany,String,Male,String,42,Number,8,Number,166685.92,Number,2,Number,1,Number,1,Number,55313.51,Number,0,Number
7632,Number,15793896,Number,John,String,677,Number,Spain,String,Male,String,40,Number,7,Number,95312.8,Number,1,Number,1,Number,1,Number,62944.75,Number,0,Number
7633,Number,15620570,Number,Sinnett,String,736,Number,France,String,Male,String,43,Number,4,Number,202443.47,Number,1,Number,1,Number,0,Number,72375.03,Number,0,Number
7634,Number,15727811,Number,Ts'ui,String,661,Number,Germany,String,Female,String,47,Number,0,Number,109493.62,Number,1,Number,0,Number,0,Number,188324.01,Number,1,Number
7635,Number,15707681,Number,Pokrovsky,String,501,Number,Germany,String,Male,String,38,Number,9,Number,88977.39,Number,2,Number,0,Number,1,Number,133403.07,Number,0,Number
7636,Number,15702030,Number,Azarov,String,516,Number,France,String,Female,String,29,Number,2,Number,104982.57,Number,1,Number,1,Number,0,Number,157378.5,Number,0,Number
7637,Number,15673238,Number,McCarthy,String,517,Number,Germany,String,Female,String,59,Number,8,Number,154110.99,Number,2,Number,1,Number,0,Number,101240.08,Number,1,Number
7638,Number,15604196,Number,Simpson,String,766,Number,France,String,Male,String,32,Number,6,Number,185714.28,Number,1,Number,1,Number,1,Number,102502.5,Number,0,Number
7639,Number,15769356,Number,Stevenson,String,520,Number,Germany,String,Female,String,23,Number,3,Number,116022.53,Number,2,Number,1,Number,1,Number,37577.66,Number,0,Number
7640,Number,15665590,Number,Moore,String,541,Number,France,String,Male,String,46,Number,6,Number,0,Number,2,Number,1,Number,1,Number,83456.67,Number,0,Number
7641,Number,15572361,Number,Chill,String,790,Number,Germany,String,Female,String,34,Number,2,Number,164011.48,Number,1,Number,1,Number,0,Number,199420.41,Number,0,Number
7642,Number,15667460,Number,Moore,String,797,Number,France,String,Male,String,31,Number,9,Number,0,Number,2,Number,1,Number,1,Number,24748.89,Number,0,Number
7643,Number,15654760,Number,Su,String,811,Number,France,String,Male,String,40,Number,1,Number,101514.89,Number,1,Number,1,Number,1,Number,121765,Number,0,Number
7644,Number,15632669,Number,Rees,String,722,Number,Spain,String,Female,String,32,Number,4,Number,0,Number,2,Number,1,Number,1,Number,113666.48,Number,0,Number
7645,Number,15613673,Number,Lung,String,675,Number,France,String,Male,String,28,Number,9,Number,0,Number,1,Number,1,Number,0,Number,134110.93,Number,0,Number
7646,Number,15698522,Number,Thomas,String,660,Number,Germany,String,Male,String,39,Number,9,Number,134599.33,Number,2,Number,1,Number,0,Number,183095.87,Number,0,Number
7647,Number,15741633,Number,Fuller,String,566,Number,Spain,String,Male,String,32,Number,10,Number,147511.26,Number,1,Number,1,Number,1,Number,159891.03,Number,0,Number
7648,Number,15674583,Number,Trevisani,String,768,Number,France,String,Male,String,25,Number,0,Number,78396.08,Number,1,Number,1,Number,1,Number,8316.19,Number,0,Number
7649,Number,15665374,Number,Dumolo,String,610,Number,Spain,String,Female,String,31,Number,5,Number,0,Number,2,Number,0,Number,0,Number,63736.36,Number,0,Number
7650,Number,15588854,Number,Wu,String,715,Number,France,String,Female,String,31,Number,3,Number,110581.29,Number,1,Number,1,Number,1,Number,94715.24,Number,0,Number
7651,Number,15810716,Number,Kerr,String,750,Number,Germany,String,Male,String,42,Number,8,Number,151836.36,Number,2,Number,1,Number,0,Number,68695.38,Number,0,Number
7652,Number,15776921,Number,Geoghegan,String,431,Number,Germany,String,Male,String,45,Number,5,Number,83624.55,Number,2,Number,0,Number,0,Number,36899.62,Number,0,Number
7653,Number,15569394,Number,Bailey,String,704,Number,France,String,Male,String,24,Number,2,Number,148197.15,Number,2,Number,1,Number,0,Number,182775.08,Number,0,Number
7654,Number,15788215,Number,Hsia,String,535,Number,Spain,String,Female,String,30,Number,5,Number,122924.75,Number,1,Number,0,Number,0,Number,62390.59,Number,1,Number
7655,Number,15641007,Number,Holden,String,614,Number,France,String,Female,String,38,Number,4,Number,72594,Number,1,Number,1,Number,1,Number,76042.48,Number,0,Number
7656,Number,15594651,Number,Milani,String,748,Number,France,String,Male,String,38,Number,4,Number,115221.36,Number,1,Number,0,Number,1,Number,70956.75,Number,0,Number
7657,Number,15575146,Number,Jamieson,String,492,Number,Germany,String,Male,String,51,Number,8,Number,117808.74,Number,2,Number,1,Number,1,Number,67311.12,Number,0,Number
7658,Number,15608916,Number,Ndubueze,String,573,Number,France,String,Male,String,40,Number,7,Number,147754.68,Number,1,Number,1,Number,1,Number,110454.46,Number,0,Number
7659,Number,15666297,Number,Abramova,String,706,Number,Spain,String,Female,String,53,Number,3,Number,0,Number,3,Number,0,Number,0,Number,88479.02,Number,1,Number
7660,Number,15598586,Number,Wetherspoon,String,680,Number,France,String,Male,String,31,Number,10,Number,113292.17,Number,1,Number,1,Number,1,Number,122639.73,Number,0,Number
7661,Number,15665014,Number,Middleton,String,458,Number,Spain,String,Male,String,36,Number,5,Number,0,Number,2,Number,1,Number,0,Number,79723.78,Number,0,Number
7662,Number,15701738,Number,Arcuri,String,612,Number,Germany,String,Male,String,44,Number,2,Number,115163.38,Number,1,Number,1,Number,1,Number,97677.52,Number,1,Number
7663,Number,15650591,Number,Calabrese,String,809,Number,Germany,String,Male,String,50,Number,10,Number,118098.62,Number,1,Number,1,Number,1,Number,100720.02,Number,1,Number
7664,Number,15652667,Number,Hampton,String,590,Number,France,String,Male,String,39,Number,9,Number,0,Number,2,Number,1,Number,1,Number,104730.52,Number,0,Number
7665,Number,15679622,Number,Clayton,String,602,Number,France,String,Male,String,35,Number,8,Number,0,Number,1,Number,1,Number,1,Number,22499.29,Number,0,Number
7666,Number,15730150,Number,Otutodilichukwu,String,540,Number,Spain,String,Male,String,37,Number,0,Number,120825.7,Number,1,Number,1,Number,0,Number,28257.89,Number,0,Number
7667,Number,15813192,Number,Chukwuemeka,String,494,Number,France,String,Male,String,25,Number,6,Number,0,Number,2,Number,0,Number,1,Number,109988.09,Number,0,Number
7668,Number,15606554,Number,Douglas,String,797,Number,France,String,Male,String,29,Number,1,Number,0,Number,1,Number,0,Number,1,Number,149991.32,Number,0,Number
7669,Number,15611794,Number,Galloway,String,526,Number,Germany,String,Male,String,61,Number,6,Number,133845.28,Number,2,Number,1,Number,1,Number,45180.8,Number,0,Number
7670,Number,15672357,Number,Sochima,String,631,Number,Spain,String,Male,String,38,Number,7,Number,0,Number,2,Number,1,Number,0,Number,181605.85,Number,0,Number
7671,Number,15711759,Number,Wilkins,String,576,Number,France,String,Female,String,29,Number,5,Number,108541.04,Number,1,Number,1,Number,1,Number,126469.09,Number,0,Number
7672,Number,15615296,Number,Rice,String,405,Number,France,String,Male,String,39,Number,10,Number,0,Number,1,Number,1,Number,0,Number,160810.85,Number,1,Number
7673,Number,15699294,Number,Pope,String,555,Number,France,String,Male,String,30,Number,1,Number,0,Number,2,Number,0,Number,0,Number,88146.86,Number,0,Number
7674,Number,15788634,Number,Romani,String,750,Number,Spain,String,Female,String,37,Number,2,Number,113817.06,Number,1,Number,0,Number,0,Number,88333.74,Number,0,Number
7675,Number,15660871,Number,Ch'ang,String,665,Number,France,String,Male,String,28,Number,8,Number,137300.23,Number,1,Number,1,Number,0,Number,90174.83,Number,0,Number
7676,Number,15618258,Number,Chizuoke,String,640,Number,Spain,String,Male,String,37,Number,5,Number,158024.38,Number,1,Number,1,Number,0,Number,81298.09,Number,0,Number
7677,Number,15722535,Number,Ireland,String,457,Number,France,String,Female,String,33,Number,7,Number,127837.54,Number,1,Number,0,Number,1,Number,60013.17,Number,0,Number
7678,Number,15711977,Number,Finch,String,695,Number,France,String,Male,String,36,Number,4,Number,161533,Number,1,Number,1,Number,0,Number,100940.91,Number,0,Number
7679,Number,15690169,Number,Meng,String,645,Number,France,String,Male,String,31,Number,7,Number,161171.7,Number,2,Number,1,Number,0,Number,12599.94,Number,1,Number
7680,Number,15790689,Number,Hibbins,String,647,Number,Spain,String,Male,String,32,Number,9,Number,80958.36,Number,1,Number,1,Number,1,Number,128590.73,Number,0,Number
7681,Number,15665181,Number,Chung,String,808,Number,Spain,String,Male,String,25,Number,7,Number,0,Number,2,Number,0,Number,1,Number,23180.37,Number,0,Number
7682,Number,15633608,Number,Black,String,641,Number,France,String,Male,String,33,Number,2,Number,146193.6,Number,2,Number,1,Number,1,Number,55796.83,Number,1,Number
7683,Number,15805261,Number,Balashov,String,700,Number,Spain,String,Male,String,29,Number,8,Number,0,Number,2,Number,0,Number,1,Number,152097.02,Number,0,Number
7684,Number,15740356,Number,Palmer,String,660,Number,Germany,String,Male,String,26,Number,4,Number,115021.76,Number,1,Number,0,Number,1,Number,162443.05,Number,0,Number
7685,Number,15808223,Number,Lea,String,615,Number,Spain,String,Male,String,41,Number,1,Number,126773.43,Number,1,Number,1,Number,1,Number,55551.26,Number,0,Number
7686,Number,15769980,Number,Singleton,String,705,Number,Germany,String,Female,String,40,Number,3,Number,92889.91,Number,1,Number,1,Number,1,Number,109496.69,Number,0,Number
7687,Number,15675450,Number,Burt,String,718,Number,France,String,Male,String,48,Number,9,Number,0,Number,2,Number,1,Number,1,Number,72105.63,Number,0,Number
7688,Number,15776494,Number,Siciliano,String,754,Number,France,String,Male,String,61,Number,5,Number,146622.35,Number,1,Number,1,Number,1,Number,41815.22,Number,1,Number
7689,Number,15592412,Number,Sun,String,713,Number,Germany,String,Male,String,45,Number,4,Number,131038.14,Number,1,Number,1,Number,0,Number,74005.04,Number,1,Number
7690,Number,15777452,Number,Sauve,String,587,Number,France,String,Female,String,46,Number,6,Number,88820.29,Number,1,Number,0,Number,0,Number,70224.34,Number,0,Number
7691,Number,15692258,Number,Thompson,String,569,Number,Spain,String,Male,String,31,Number,1,Number,115406.97,Number,1,Number,0,Number,0,Number,145528.22,Number,0,Number
7692,Number,15791045,Number,Boni,String,568,Number,France,String,Female,String,38,Number,3,Number,132951.92,Number,1,Number,0,Number,1,Number,124486.28,Number,0,Number
7693,Number,15807889,Number,Wood,String,634,Number,Germany,String,Male,String,74,Number,5,Number,108891.7,Number,1,Number,1,Number,0,Number,10078.02,Number,0,Number
7694,Number,15602043,Number,Buccho,String,770,Number,Germany,String,Female,String,46,Number,5,Number,141788.63,Number,2,Number,0,Number,0,Number,164967.21,Number,0,Number
7695,Number,15807335,Number,Spencer,String,676,Number,Spain,String,Female,String,64,Number,4,Number,116954.32,Number,1,Number,1,Number,1,Number,91149.48,Number,0,Number
7696,Number,15629985,Number,Eidson,String,723,Number,Germany,String,Female,String,47,Number,10,Number,90450,Number,2,Number,0,Number,0,Number,103379.31,Number,1,Number
7697,Number,15679453,Number,Hung,String,614,Number,Germany,String,Female,String,39,Number,8,Number,125997.22,Number,1,Number,1,Number,1,Number,128049.34,Number,1,Number
7698,Number,15637315,Number,Melvin,String,601,Number,Spain,String,Female,String,41,Number,3,Number,0,Number,2,Number,1,Number,0,Number,54342.83,Number,0,Number
7699,Number,15691513,Number,Dawkins,String,592,Number,France,String,Male,String,60,Number,9,Number,0,Number,4,Number,1,Number,1,Number,13614.01,Number,1,Number
7700,Number,15622289,Number,Rizzo,String,605,Number,Spain,String,Female,String,36,Number,9,Number,0,Number,2,Number,0,Number,1,Number,35521.63,Number,0,Number
7701,Number,15715184,Number,Capon,String,752,Number,Spain,String,Female,String,31,Number,4,Number,144637.86,Number,2,Number,1,Number,0,Number,40496.72,Number,0,Number
7702,Number,15702801,Number,Ts'ao,String,677,Number,France,String,Female,String,29,Number,3,Number,86616.35,Number,1,Number,0,Number,0,Number,91903.9,Number,1,Number
7703,Number,15719931,Number,Johnstone,String,850,Number,France,String,Male,String,31,Number,8,Number,0,Number,2,Number,1,Number,0,Number,178667.7,Number,0,Number
